Age,Gender,Income,Education,Work_Experience,Debt_Amount,Sleep_Hours,Favorite_Color
1.8599074445295571,Male,1.399167281192561,PhD,26,0,6.0,Black
-0.788716531384222,Male,-0.7352524190087352,Bachelor,5,10000,7.2,White
-0.15304677716491502,Female,-0.023779185608303128,Master,9,5000,6.8,Blue
-0.4708816542745685,Male,-0.35859011897321236,Bachelor,7,12000,7.5,Green
1.4361276083833525,Female,1.1899104478394928,PhD,22,1000,6.2,Red
-1.424386285603529,Male,-1.6141311190916219,Bachelor,0,18000,8.5,Yellow
0.3766780180178408,Male,0.4784372144390607,Master,15,4000,6.5,Blue
-0.5768266133111197,Female,-0.400441485643826,Master,6,8000,7.0,Pink
-1.0006064494573244,Male,-0.9863606190324171,Bachelor,3,11000,7.5,Purple
1.6480175264564547,Female,1.3154645478513338,PhD,25,0,6.0,Black
0.16478809994473848,Male,0.35288311442721976,Master,12,6000,6.5,White
0.8004578541640455,Female,0.8132481478039699,PhD,17,2000,6.2,Green
-0.6827715723476708,Male,-0.6515496856675079,Bachelor,5,12000,7.2,Red
-0.04710181812836385,Female,0.018072181062310524,Master,10,3000,6.8,Blue
1.3301826493468012,Male,1.0225049811570381,PhD,20,1000,6.0,Yellow
-1.3184413265669779,Female,-1.4048742857385537,Bachelor,1,14000,8.0,Pink
-0.2589917362014662,Male,-0.06563055227891677,Bachelor,8,13000,7.0,Purple
1.9658524035661082,Female,1.5665727478750155,PhD,27,0,6.0,Black
-0.8946614904207731,Male,-0.9026578856911898,Bachelor,4,11000,7.5,White
0.05884314090818731,Female,0.22732901441537878,Master,11,5000,6.5,Blue
-0.5768266133111197,Male,-0.44229285231443966,Bachelor,6,12000,7.0,Green
0.6945128951274943,Female,0.7295454144627426,PhD,16,2000,6.2,Red
-1.6362762036766314,Male,-1.8652393191153038,High School,0,0,9.0,Yellow
0.27073305898128963,Female,0.3110317477566061,Master,13,4000,6.5,Blue
1.012347772237148,Male,0.9806536144864245,PhD,18,0,6.0,Pink
-0.788716531384222,Male,-0.8189551523499625,Bachelor,4,10000,7.5,Purple
-0.4708816542745685,Female,-0.23303601896137138,Master,7,7000,7.0,Black
1.5420725674199036,Female,1.27361318118072,PhD,23,0,6.0,White
-0.15304677716491502,Male,0.05992354773292417,Bachelor,10,15000,6.8,Green
-1.0006064494573244,Female,-1.0700633523736445,Bachelor,3,10000,7.8,Red
0.5885679360909432,Male,0.6039913144509016,Master,16,3000,6.2,Blue
-0.6827715723476708,Female,-0.6096983189968942,Master,5,9000,7.2,Yellow
0.16478809994473848,Male,0.43658584776844706,Bachelor,12,6000,6.5,Pink
1.753962485493006,Male,1.4410186478631746,PhD,25,0,6.0,Black
-1.2124963675304268,Female,-1.3211715523973264,Bachelor,1,12000,8.0,Purple
0.9064028132005967,Male,0.9388022478158109,PhD,17,1000,6.2,White
-0.2589917362014662,Female,-0.10748191894953044,Master,9,5000,6.8,Blue
-0.5768266133111197,Female,0.9388022478158109,PhD,2,5000,8.0,Green
